source,type,target,weight
fault_code:b7f5113f8337,OCCURS_AT_SITE,site:9a0fca2e1e51,1
fault_code:b7f58bdc0311,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:b7f58bdc0311,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b7f58bdc0311,HAS_SOURCE,source_doc:07222c1b1d22,1
fault_code:b7f58bdc0311,HAS_SOURCE,source_doc:3b21369cae0b,1
fault_code:b7f58bdc0311,HAS_SOURCE,source_doc:b39a4dc3670a,1
fault_code:b7f58bdc0311,HAS_SOURCE,source_doc:b4f5c51af65d,1
fault_code:b7f58bdc0311,HAS_SOURCE,source_doc:f6182e6283bd,1
fault_code:b7f58bdc0311,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:b7f58bdc0311,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:b7f58bdc0311,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:b7f58bdc0311,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:b7f58bdc0311,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:b7f58bdc0311,OCCURS_ON_MODEL,model:0de2af487c4b,1
fault_code:b7f58bdc0311,OCCURS_ON_MODEL,model:12a3d2539eba,1
fault_code:b7f58bdc0311,OCCURS_ON_MODEL,model:6b9ca16233ee,1
fault_code:b7f58bdc0311,OCCURS_ON_MODEL,model:c3d76bccc287,1
fault_code:b7f58bdc0311,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:b802e05dd6bd,BELONGS_TO_SYSTEM,system:89011645bab6,1
fault_code:b802e05dd6bd,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b802e05dd6bd,HAS_NAME,fault_name:7a60395b83a5,1
fault_code:b802e05dd6bd,HAS_SOURCE,source_doc:17fe80b6ee7c,1
fault_code:b802e05dd6bd,INVOLVES_COMPONENT,component:6348867dd227,1
fault_code:b802e05dd6bd,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:b802e05dd6bd,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b81c05a016ac,BELONGS_TO_SYSTEM,system:bfc8eeb8b8f4,1
fault_code:b81c05a016ac,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:b81c05a016ac,HAS_SOURCE,source_doc:775b22784923,1
fault_code:b81c05a016ac,INVOLVES_COMPONENT,component:23362670e490,1
fault_code:b81c05a016ac,INVOLVES_COMPONENT,component:6348867dd227,1
fault_code:b81c05a016ac,INVOLVES_COMPONENT,component:7ca3294bc3d3,1
fault_code:b81c05a016ac,INVOLVES_COMPONENT,component:836b876c873e,1
fault_code:b81c05a016ac,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b81c05a016ac,OCCURS_AT_SITE,site:0e44c2f537cc,1
fault_code:b81c05a016ac,OCCURS_AT_SITE,site:259d72a050ae,1
fault_code:b81c05a016ac,OCCURS_ON_MODEL,model:e24ed3d61944,1
fault_code:b82d4eda50ec,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b82d4eda50ec,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:b82d4eda50ec,HAS_NAME,fault_name:6e34c4e01b67,1
fault_code:b82d4eda50ec,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b82d4eda50ec,HAS_SOURCE,source_doc:e74e9f31ead0,1
fault_code:b82d4eda50ec,OCCURS_AT_SITE,site:46745e0d7b9c,1
fault_code:b82d4eda50ec,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:b82d4eda50ec,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b83092c7785c,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b83092c7785c,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b83092c7785c,HAS_SOURCE,source_doc:7f346f43dc85,1
fault_code:b83092c7785c,HAS_SOURCE,source_doc:8c191049772d,1
fault_code:b83092c7785c,HAS_SOURCE,source_doc:c074f054b67a,1
fault_code:b83092c7785c,HAS_SOURCE,source_doc:c8c6cc933cb7,1
fault_code:b83092c7785c,HAS_SOURCE,source_doc:f0746f5b113a,1
fault_code:b83092c7785c,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:b83092c7785c,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:b83092c7785c,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:b83092c7785c,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:b83092c7785c,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:b83092c7785c,OCCURS_ON_MODEL,model:0de2af487c4b,1
fault_code:b83092c7785c,OCCURS_ON_MODEL,model:12a3d2539eba,1
fault_code:b83092c7785c,OCCURS_ON_MODEL,model:6b9ca16233ee,1
fault_code:b83092c7785c,OCCURS_ON_MODEL,model:c3d76bccc287,1
fault_code:b83092c7785c,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:b863822e3f67,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b863822e3f67,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b863822e3f67,HAS_NAME,fault_name:f4283e8557c4,1
fault_code:b863822e3f67,HAS_SOURCE,source_doc:f3b955b1d77d,1
fault_code:b863822e3f67,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:b863822e3f67,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b86daa13e4eb,BELONGS_TO_SYSTEM,system:27fb11773747,1
fault_code:b86daa13e4eb,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b86daa13e4eb,HAS_NAME,fault_name:9d10c5934679,1
fault_code:b86daa13e4eb,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b86daa13e4eb,HAS_SOURCE,source_doc:b3a14e8be656,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:b86daa13e4eb,OCCURS_AT_SITE,site:fa67b3a1ce89,1
fault_code:b86daa13e4eb,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:b87bed129548,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b87bed129548,HAS_CATEGORY,category:7eeec08d7204,1
fault_code:b87bed129548,HAS_CATEGORY,category:e516fb420f92,1
fault_code:b87bed129548,HAS_NAME,fault_name:3ae0312c5c35,1
fault_code:b87bed129548,HAS_NAME,fault_name:95212c01bb8e,1
fault_code:b87bed129548,HAS_NAME,fault_name:af9eb0b67b5f,1
fault_code:b87bed129548,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b87bed129548,HAS_SOURCE,source_doc:0454bd66f49b,1
fault_code:b87bed129548,HAS_SOURCE,source_doc:177c8cb15c6d,1
fault_code:b87bed129548,HAS_SOURCE,source_doc:4c6334bd5de0,1
fault_code:b87bed129548,HAS_SOURCE,source_doc:753c94046753,1
fault_code:b87bed129548,HAS_SOURCE,source_doc:bf771355558c,1
fault_code:b87bed129548,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:b87bed129548,MAY_BE_CAUSED_BY,cause:c51d7f93d2c5,1
fault_code:b87bed129548,MAY_BE_CAUSED_BY,cause:d314b3c2071f,1
fault_code:b87bed129548,OCCURS_AT_SITE,site:9a0fca2e1e51,1
fault_code:b87bed129548,OCCURS_AT_SITE,site:ec81500c69a7,1
fault_code:b87bed129548,OCCURS_ON_MODEL,model:2e4324b15d27,1
fault_code:b87bed129548,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:b87bed129548,OCCURS_ON_MODEL,model:cbe81856acaf,1
fault_code:b88540465df5,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:b88540465df5,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:b88540465df5,HAS_NAME,fault_name:943599b07956,1
fault_code:b88540465df5,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b88540465df5,HAS_SOURCE,source_doc:417d78e45819,1
fault_code:b88540465df5,HAS_SOURCE,source_doc:67ea4da92ed1,1
fault_code:b88540465df5,HAS_SOURCE,source_doc:814197ed90ce,1
fault_code:b88540465df5,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:b88540465df5,INVOLVES_COMPONENT,component:7e7d21acf2f6,1
fault_code:b88540465df5,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b88540465df5,INVOLVES_COMPONENT,component:ddfe1ecab0e6,1
fault_code:b88540465df5,MAY_BE_CAUSED_BY,cause:ac724d96c92e,1
fault_code:b88540465df5,MAY_BE_CAUSED_BY,cause:d7676dfba861,1
fault_code:b88540465df5,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:b88540465df5,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:b88540465df5,OCCURS_ON_MODEL,model:0ead9a1d13ef,1
fault_code:b88540465df5,REQUIRES_ACTION,action:29bc8b2ad708,1
fault_code:b88540465df5,REQUIRES_ACTION,action:62e2d1362294,1
fault_code:b88540465df5,REQUIRES_ACTION,action:6762bfdfd96b,1
fault_code:b88540465df5,REQUIRES_ACTION,action:85407600c40d,1
fault_code:b88540465df5,REQUIRES_ACTION,action:e5ca1e43422f,1
fault_code:b88540465df5,REQUIRES_ACTION,action:f39d9857c38c,1
fault_code:b888b29826bb,HAS_CATEGORY,category:3f5ad413e2f2,1
fault_code:b888b29826bb,HAS_CATEGORY,category:4bf84a8cef79,1
fault_code:b888b29826bb,HAS_CATEGORY,category:e516fb420f92,1
fault_code:b888b29826bb,HAS_NAME,fault_name:7c0b1f8df33a,1
fault_code:b888b29826bb,HAS_NAME,fault_name:8f4e43da7531,1
fault_code:b888b29826bb,HAS_NAME,fault_name:e605155215e6,1
fault_code:b888b29826bb,HAS_NAME,fault_name:f80f5ad7871b,1
fault_code:b888b29826bb,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:36472bab7481,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:48c3a6e5e57e,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:5b0dec191b90,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:7a0294111a26,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:7ce0ef89dcb3,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:83bf5f116177,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:915dcc425e88,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:a3b5f6ea4dbb,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:d3de622395fd,1
fault_code:b888b29826bb,HAS_SOURCE,source_doc:df6e9c92b5a5,1
fault_code:b888b29826bb,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:b888b29826bb,INVOLVES_COMPONENT,component:252fdf4cf273,1
fault_code:b888b29826bb,INVOLVES_COMPONENT,component:816c022c4800,1
fault_code:b888b29826bb,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b888b29826bb,INVOLVES_COMPONENT,component:a3a976f1827a,1
fault_code:b888b29826bb,MAY_BE_CAUSED_BY,cause:1812df1f08fa,1
fault_code:b888b29826bb,MAY_BE_CAUSED_BY,cause:36fdbeafff7d,1
fault_code:b888b29826bb,OCCURS_AT_SITE,site:49551124d157,1
fault_code:b888b29826bb,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:b888b29826bb,OCCURS_AT_SITE,site:9a0fca2e1e51,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:0513bafa3096,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:2a091ea696c4,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:3cc8131545e8,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:45f68a6b221a,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:6fd7012408d3,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:a61690aadc32,1
fault_code:b888b29826bb,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:b888b29826bb,REQUIRES_ACTION,action:9af35e96cde3,1
fault_code:b888b29826bb,REQUIRES_ACTION,action:ccd582911478,1
fault_code:b88ad075d635,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b88ad075d635,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b88ad075d635,HAS_NAME,fault_name:5c62c046d980,1
fault_code:b88ad075d635,HAS_SOURCE,source_doc:2fe6a4e7ead3,1
fault_code:b88ad075d635,MAY_BE_CAUSED_BY,cause:3152a5b64154,1
fault_code:b88ad075d635,OCCURS_AT_SITE,site:80f2f4bc6324,1
fault_code:b88ad075d635,OCCURS_AT_SITE,site:e3ad73b7808e,1
fault_code:b88ad075d635,OCCURS_ON_MODEL,model:f3d0697c34e3,1
fault_code:b88ad075d635,REQUIRES_ACTION,action:292ebe295f2a,1
fault_code:b88c1e5a6d75,BELONGS_TO_SYSTEM,system:ef0bc1540cb3,1
fault_code:b88c1e5a6d75,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:b88c1e5a6d75,HAS_NAME,fault_name:f4cd851e652f,1
fault_code:b88c1e5a6d75,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b88c1e5a6d75,HAS_SOURCE,source_doc:d3ec1e001d9f,1
fault_code:b88c1e5a6d75,INVOLVES_COMPONENT,component:38d0a8358b11,1
fault_code:b88c1e5a6d75,INVOLVES_COMPONENT,component:7ca3294bc3d3,1
fault_code:b88c1e5a6d75,OCCURS_AT_SITE,site:46745e0d7b9c,1
fault_code:b88c1e5a6d75,OCCURS_AT_SITE,site:f4bee526071d,1
fault_code:b88c1e5a6d75,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b89f35a96d0a,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b89f35a96d0a,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:b89f35a96d0a,HAS_NAME,fault_name:1a3f8cce72b2,1
fault_code:b89f35a96d0a,HAS_SOURCE,source_doc:4bf60744241f,1
fault_code:b89f35a96d0a,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b89f35a96d0a,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:b89f35a96d0a,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:b8afb2ee919d,BELONGS_TO_SYSTEM,system:27fb11773747,1
fault_code:b8afb2ee919d,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b8afb2ee919d,HAS_SOURCE,source_doc:47a5c6fc2623,1
fault_code:b8afb2ee919d,OCCURS_AT_SITE,site:46745e0d7b9c,1
fault_code:b8afb2ee919d,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b8cf8bf13a7a,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b8cf8bf13a7a,HAS_CATEGORY,category:685c2dda4aec,1
fault_code:b8cf8bf13a7a,HAS_NAME,fault_name:02e377c3d3d3,1
fault_code:b8cf8bf13a7a,HAS_SOURCE,source_doc:ca585d009cdb,1
fault_code:b8cf8bf13a7a,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b8cf8bf13a7a,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:b8cf8bf13a7a,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:b8d1e149c120,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b8d1e149c120,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b8d1e149c120,HAS_NAME,fault_name:d43cf7dcbf14,1
fault_code:b8d1e149c120,HAS_SOURCE,source_doc:51e0e8185ebd,1
fault_code:b8d1e149c120,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:b8d1e149c120,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:b8d2af17d41b,BELONGS_TO_SYSTEM,system:3b38804e36bc,1
fault_code:b8d2af17d41b,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b8d2af17d41b,HAS_NAME,fault_name:a793178d78cc,1
fault_code:b8d2af17d41b,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b8d2af17d41b,HAS_SOURCE,source_doc:69309adcc94d,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:b8d2af17d41b,OCCURS_AT_SITE,site:fa67b3a1ce89,1
fault_code:b8d2af17d41b,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:b8e1ae264670,BELONGS_TO_SYSTEM,system:18dc67c7dd17,1
fault_code:b8e1ae264670,BELONGS_TO_SYSTEM,system:3b38804e36bc,1
fault_code:b8e1ae264670,BELONGS_TO_SYSTEM,system:3b38f224d81f,1
fault_code:b8e1ae264670,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:b8e1ae264670,HAS_NAME,fault_name:ad4f4e1792e6,1
fault_code:b8e1ae264670,HAS_NAME,fault_name:b3173e0452b5,1
fault_code:b8e1ae264670,HAS_NAME,fault_name:d8e854255be6,1
fault_code:b8e1ae264670,HAS_RESET_MODE,reset_mode:215a5040647d,1
fault_code:b8e1ae264670,HAS_RESET_MODE,reset_mode:7fb187a9b8b9,1
fault_code:b8e1ae264670,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b8e1ae264670,HAS_SOURCE,source_doc:b270ce0c1a63,1
fault_code:b8e1ae264670,HAS_SOURCE,source_doc:b68f10638eb6,1
fault_code:b8e1ae264670,HAS_SOURCE,source_doc:ff97b2e0cbd1,1
fault_code:b8e1ae264670,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b8e1ae264670,INVOLVES_COMPONENT,component:ddfe1ecab0e6,1
fault_code:b8e1ae264670,MAY_BE_CAUSED_BY,cause:01c6c8102d43,1
fault_code:b8e1ae264670,MAY_BE_CAUSED_BY,cause:9843b3c5b3a5,1
fault_code:b8e1ae264670,MAY_BE_CAUSED_BY,cause:a84a9b0f3822,1
fault_code:b8e1ae264670,MAY_BE_CAUSED_BY,cause:fcfab5da2167,1
fault_code:b8e1ae264670,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:b8e1ae264670,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:b8e1ae264670,OCCURS_ON_MODEL,model:0ead9a1d13ef,1
fault_code:b8e1ae264670,REQUIRES_ACTION,action:192b4f348055,1
fault_code:b8e1ae264670,REQUIRES_ACTION,action:8b602f749481,1
fault_code:b8e1ae264670,REQUIRES_ACTION,action:e5ca1e43422f,1
fault_code:b8e1ae264670,REQUIRES_ACTION,action:fbba415c0129,1
fault_code:b8e778d26a9e,BELONGS_TO_SYSTEM,system:a661c9b6aef0,1
fault_code:b8e778d26a9e,HAS_CATEGORY,category:0d6ebe063c08,1
fault_code:b8e778d26a9e,HAS_NAME,fault_name:9e36df53f496,1
fault_code:b8e778d26a9e,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b8e778d26a9e,HAS_SOURCE,source_doc:e1c92411590c,1
fault_code:b8e778d26a9e,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:b8e778d26a9e,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:b903d2d85aac,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b903d2d85aac,BELONGS_TO_SYSTEM,system:a661c9b6aef0,1
fault_code:b903d2d85aac,HAS_RESET_MODE,reset_mode:073dc391285b,1
fault_code:b903d2d85aac,HAS_RESET_MODE,reset_mode:215a5040647d,1
fault_code:b903d2d85aac,HAS_RESET_MODE,reset_mode:7fb187a9b8b9,1
fault_code:b903d2d85aac,HAS_SOURCE,source_doc:279cf61ed30c,1
fault_code:b903d2d85aac,HAS_SOURCE,source_doc:4e2d194429a6,1
fault_code:b903d2d85aac,INVOLVES_COMPONENT,component:9f8d394ef97e,1
fault_code:b903d2d85aac,MAY_BE_CAUSED_BY,cause:26346dca0e7f,1
fault_code:b903d2d85aac,MAY_BE_CAUSED_BY,cause:c8f0801855ab,1
fault_code:b903d2d85aac,MAY_BE_CAUSED_BY,cause:ff5859b3d416,1
fault_code:b903d2d85aac,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:b903d2d85aac,OCCURS_AT_SITE,site:7d906172d17c,1
fault_code:b903d2d85aac,OCCURS_ON_MODEL,model:0ead9a1d13ef,1
fault_code:b903d2d85aac,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:b903d2d85aac,REQUIRES_ACTION,action:46e76da76cd7,1
fault_code:b903d2d85aac,REQUIRES_ACTION,action:48a23fb458ea,1
fault_code:b903d2d85aac,REQUIRES_ACTION,action:496c1b5f7969,1
fault_code:b903d2d85aac,REQUIRES_ACTION,action:d22ce2fe50f5,1
fault_code:b903ea6300ff,BELONGS_TO_SYSTEM,system:99c78a2d4286,1
fault_code:b903ea6300ff,HAS_CATEGORY,category:e516fb420f92,1
fault_code:b903ea6300ff,HAS_NAME,fault_name:efac2e8cac10,1
fault_code:b903ea6300ff,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:180b3cbb6255,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:45bc57b7cb67,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:4bd62a1d2077,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:4d55be8e53df,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:51acdcb6f3cc,1
fault_code:b903ea6300ff,HAS_SOURCE,source_doc:c46166d6af89,1
fault_code:b903ea6300ff,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:b903ea6300ff,INVOLVES_COMPONENT,component:37d132ed1701,1
fault_code:b903ea6300ff,INVOLVES_COMPONENT,component:ddfe1ecab0e6,1
fault_code:b903ea6300ff,MAY_BE_CAUSED_BY,cause:8c6865e33fda,1
fault_code:b903ea6300ff,MAY_BE_CAUSED_BY,cause:c7b2ac4c86e7,1
fault_code:b903ea6300ff,OCCURS_AT_SITE,site:ec81500c69a7,1
fault_code:b903ea6300ff,OCCURS_ON_MODEL,model:1742691e94e2,1
fault_code:b903ea6300ff,OCCURS_ON_MODEL,model:2e4324b15d27,1
fault_code:b903ea6300ff,OCCURS_ON_MODEL,model:ac7e9669a18b,1
fault_code:b903ea6300ff,OCCURS_ON_MODEL,model:cbe81856acaf,1
fault_code:b903ea6300ff,REQUIRES_ACTION,action:0d5077dd3020,1
fault_code:b903ea6300ff,REQUIRES_ACTION,action:90773922d5b1,1
fault_code:b903ea6300ff,REQUIRES_ACTION,action:d36c29e2a21c,1
fault_code:b938b7471090,BELONGS_TO_SYSTEM,system:c763cf2eda0d,1
fault_code:b938b7471090,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:b938b7471090,HAS_SOURCE,source_doc:ebc33caf76db,1
fault_code:b938b7471090,INVOLVES_COMPONENT,component:3f5ad413e2f2,1
fault_code:b938b7471090,OCCURS_AT_SITE,site:46745e0d7b9c,1
fault_code:b938b7471090,OCCURS_ON_MODEL,model:af8fa40b6d46,1
fault_code:b9444e09332a,BELONGS_TO_SYSTEM,system:27fb11773747,1
fault_code:b9444e09332a,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b9444e09332a,HAS_NAME,fault_name:2ad2c63511fb,1
fault_code:b9444e09332a,HAS_RESET_MODE,reset_mode:c327af0affc8,1
fault_code:b9444e09332a,HAS_SOURCE,source_doc:7840a0462e73,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:05e13aba1cfb,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:9bd25a604a37,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:a4d0a9cfc31f,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:f798ff6846de,1
fault_code:b9444e09332a,OCCURS_AT_SITE,site:fa67b3a1ce89,1
fault_code:b9444e09332a,OCCURS_ON_MODEL,model:d54acdbebd18,1
fault_code:b95a9578a82a,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b95a9578a82a,HAS_CATEGORY,category:cdf3db0e6c46,1
fault_code:b95a9578a82a,HAS_NAME,fault_name:a128ad25b48f,1
fault_code:b95a9578a82a,HAS_SOURCE,source_doc:6529fc0ae771,1
fault_code:b95a9578a82a,INVOLVES_COMPONENT,component:9a7e01b8ce50,1
fault_code:b95a9578a82a,OCCURS_AT_SITE,site:19c00d96772c,1
fault_code:b95a9578a82a,OCCURS_AT_SITE,site:3b07bbe870e5,1
fault_code:b95a9578a82a,OCCURS_AT_SITE,site:8ea2419bc8a2,1
fault_code:b95a9578a82a,OCCURS_ON_MODEL,model:82b8d910be5d,1
fault_code:b962aaf8d102,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b962aaf8d102,HAS_CATEGORY,category:c17f53f815d3,1
fault_code:b962aaf8d102,HAS_NAME,fault_name:9fd66f5af0ee,1
fault_code:b962aaf8d102,HAS_RESET_MODE,reset_mode:d56836406ea0,1
fault_code:b962aaf8d102,HAS_SOURCE,source_doc:69a8dba54d0b,1
fault_code:b962aaf8d102,INVOLVES_COMPONENT,component:3f5ad413e2f2,1
fault_code:b962aaf8d102,INVOLVES_COMPONENT,component:7af89b937f67,1
fault_code:b962aaf8d102,INVOLVES_COMPONENT,component:a38a88b44adf,1
fault_code:b962aaf8d102,MAY_BE_CAUSED_BY,cause:7442213a7f8d,1
fault_code:b962aaf8d102,OCCURS_AT_SITE,site:80f2f4bc6324,1
fault_code:b962aaf8d102,OCCURS_AT_SITE,site:e3ad73b7808e,1
fault_code:b962aaf8d102,OCCURS_ON_MODEL,model:0e6dccb46585,1
fault_code:b962aaf8d102,REQUIRES_ACTION,action:71a84849f018,1
fault_code:b962aaf8d102,REQUIRES_ACTION,action:71c96dc97c19,1
fault_code:b962aaf8d102,REQUIRES_ACTION,action:a74b23b7d7bd,1
fault_code:b962aaf8d102,REQUIRES_ACTION,action:bda2e8a966c6,1
fault_code:b97b92b4a20b,BELONGS_TO_SYSTEM,system:4c37a1152ef3,1
fault_code:b97b92b4a20b,HAS_CATEGORY,category:6e28c678070e,1
fault_code:b97b92b4a20b,HAS_NAME,fault_name:754bf8c40cca,1
fault_code:b97b92b4a20b,HAS_SOURCE,source_doc:df9c990fc480,1
fault_code:b97b92b4a20b,OCCURS_AT_SITE,site:6facb75be15b,1
fault_code:b97b92b4a20b,OCCURS_ON_MODEL,model:a86af0e31918,1
fault_code:b993d2b4821a,BELONGS_TO_SYSTEM,system:bfc8eeb8b8f4,1
fault_code:b993d2b4821a,HAS_CATEGORY,category:cdf3db0e6c46,1
fault_code:b993d2b4821a,HAS_SOURCE,source_doc:32a238a39af1,1
fault_code:b993d2b4821a,INVOLVES_COMPONENT,component:023d52a774c3,1
fault_code:b993d2b4821a,INVOLVES_COMPONENT,component:23362670e490,1
fault_code:b993d2b4821a,INVOLVES_COMPONENT,component:6348867dd227,1
fault_code:b993d2b4821a,OCCURS_AT_SITE,site:0e44c2f537cc,1
